metric_date,plan,country,acquisition_channel,dau,new_activations
2023-12-25,enterprise,CA,direct,2.0,0.0
2023-12-25,pro,CA,paid_search,1.0,0.0
2023-12-25,free,AU,email,2.0,0.0
2023-12-25,free,FR,paid_search,1.0,0.0
2023-12-25,enterprise,US,paid_search,1.0,0.0
2023-12-25,starter,US,email,1.0,0.0
2023-12-25,starter,UK,referral,1.0,0.0
2023-12-25,enterprise,CA,email,1.0,0.0
2023-12-24,enterprise,BR,organic,1.0,0.0
2023-12-24,enterprise,FR,paid_search,1.0,0.0
2023-12-24,enterprise,US,referral,1.0,0.0
2023-12-24,free,US,paid_search,1.0,0.0
2023-12-24,free,US,referral,1.0,0.0
2023-12-24,enterprise,UK,organic,1.0,0.0
2023-12-24,enterprise,AU,referral,1.0,0.0
2023-12-24,starter,AU,referral,1.0,0.0
2023-12-24,starter,BR,referral,1.0,0.0
2023-12-24,pro,US,paid_search,1.0,0.0
2023-12-24,free,FR,email,1.0,0.0
2023-12-24,enterprise,CA,paid_search,1.0,0.0
2023-12-24,starter,BR,organic,1.0,0.0
2023-12-23,starter,CA,direct,1.0,0.0
2023-12-23,free,FR,organic,2.0,0.0
2023-12-23,enterprise,DE,organic,1.0,1.0
2023-12-23,free,AU,paid_search,1.0,0.0
2023-12-23,free,UK,paid_search,1.0,0.0
2023-12-23,free,UK,email,1.0,0.0
2023-12-23,enterprise,CA,direct,1.0,0.0
2023-12-23,pro,AU,direct,1.0,0.0
2023-12-23,starter,US,email,1.0,0.0
2023-12-23,pro,AU,referral,1.0,0.0
2023-12-23,starter,DE,email,1.0,0.0
2023-12-23,pro,UK,email,1.0,0.0
2023-12-23,pro,IN,organic,1.0,0.0
2023-12-23,free,FR,paid_search,1.0,0.0
2023-12-22,enterprise,CA,email,1.0,0.0
2023-12-22,pro,UK,direct,1.0,1.0
2023-12-22,pro,IN,organic,1.0,0.0
2023-12-22,free,US,email,1.0,0.0
2023-12-22,free,BR,paid_search,1.0,0.0
2023-12-22,starter,UK,direct,1.0,0.0
2023-12-22,free,AU,email,1.0,0.0
2023-12-22,enterprise,AU,direct,1.0,0.0
2023-12-22,free,UK,organic,1.0,0.0
2023-12-22,pro,IN,email,1.0,0.0
2023-12-22,pro,UK,referral,1.0,1.0
2023-12-22,free,CA,direct,1.0,0.0
2023-12-22,pro,US,email,1.0,0.0
2023-12-22,pro,DE,direct,1.0,0.0
2023-12-22,pro,UK,organic,1.0,0.0
2023-12-22,enterprise,UK,organic,1.0,0.0
2023-12-22,starter,AU,organic,2.0,0.0
2023-12-22,enterprise,CA,direct,1.0,0.0
2023-12-22,pro,FR,email,1.0,0.0
2023-12-22,enterprise,IN,direct,2.0,0.0
2023-12-22,free,FR,organic,1.0,0.0
2023-12-21,starter,CA,referral,2.0,0.0
2023-12-21,enterprise,FR,organic,1.0,0.0
2023-12-21,pro,IN,direct,1.0,0.0
2023-12-21,enterprise,US,referral,1.0,0.0
2023-12-21,enterprise,CA,direct,1.0,0.0
2023-12-21,pro,UK,direct,1.0,0.0
2023-12-21,enterprise,US,paid_search,1.0,0.0
2023-12-21,pro,CA,paid_search,1.0,0.0
2023-12-21,starter,DE,email,1.0,1.0
2023-12-21,pro,CA,organic,1.0,0.0
2023-12-21,starter,AU,email,1.0,0.0
2023-12-21,enterprise,BR,direct,1.0,0.0
2023-12-21,enterprise,CA,organic,1.0,0.0
2023-12-21,starter,CA,paid_search,1.0,0.0
2023-12-21,starter,US,paid_search,1.0,0.0
2023-12-20,enterprise,US,email,1.0,0.0
2023-12-20,starter,AU,paid_search,2.0,0.0
2023-12-20,free,US,email,1.0,0.0
2023-12-20,free,IN,organic,1.0,0.0
2023-12-20,enterprise,DE,email,1.0,0.0
2023-12-20,pro,DE,email,1.0,1.0
2023-12-20,starter,BR,referral,1.0,0.0
2023-12-20,free,BR,referral,1.0,0.0
2023-12-20,pro,AU,direct,1.0,0.0
2023-12-20,starter,US,paid_search,1.0,0.0
2023-12-20,enterprise,CA,paid_search,1.0,0.0
2023-12-20,enterprise,BR,referral,1.0,0.0
2023-12-20,pro,AU,referral,2.0,1.0
2023-12-20,enterprise,US,direct,1.0,0.0
2023-12-20,free,DE,referral,2.0,0.0
2023-12-20,enterprise,US,referral,1.0,0.0
2023-12-20,pro,UK,referral,1.0,0.0
2023-12-20,starter,CA,referral,1.0,0.0
2023-12-20,enterprise,FR,organic,2.0,0.0
2023-12-20,enterprise,AU,direct,1.0,0.0
2023-12-20,pro,CA,direct,1.0,0.0
2023-12-19,free,AU,direct,1.0,0.0
2023-12-19,starter,UK,referral,1.0,0.0
2023-12-19,starter,US,organic,1.0,0.0
2023-12-19,free,IN,organic,1.0,0.0
2023-12-19,starter,FR,organic,2.0,0.0
2023-12-19,pro,US,email,1.0,0.0
2023-12-19,enterprise,DE,email,1.0,0.0
2023-12-19,starter,UK,direct,2.0,0.0
2023-12-19,free,US,email,1.0,0.0
2023-12-19,starter,AU,direct,1.0,1.0
2023-12-19,starter,IN,organic,1.0,0.0
2023-12-19,enterprise,US,paid_search,1.0,0.0
2023-12-19,pro,BR,organic,1.0,0.0
2023-12-19,pro,CA,paid_search,1.0,0.0
2023-12-19,free,UK,referral,1.0,0.0
2023-12-19,free,CA,paid_search,1.0,0.0
2023-12-19,enterprise,FR,email,1.0,0.0
2023-12-18,enterprise,IN,referral,1.0,0.0
2023-12-18,starter,US,paid_search,1.0,0.0
2023-12-18,starter,UK,email,1.0,0.0
2023-12-18,starter,FR,paid_search,1.0,0.0
2023-12-18,enterprise,FR,direct,1.0,0.0
2023-12-18,free,US,direct,1.0,0.0
2023-12-18,free,IN,direct,1.0,0.0
2023-12-18,free,UK,paid_search,1.0,0.0
2023-12-18,starter,AU,direct,2.0,1.0
2023-12-18,free,US,referral,1.0,0.0
2023-12-18,enterprise,AU,referral,1.0,0.0
2023-12-18,starter,UK,direct,1.0,0.0
2023-12-18,starter,FR,referral,1.0,0.0
2023-12-17,enterprise,BR,direct,1.0,0.0
2023-12-17,enterprise,CA,paid_search,1.0,0.0
2023-12-17,starter,FR,email,1.0,0.0
2023-12-17,enterprise,IN,organic,1.0,0.0
2023-12-17,pro,CA,paid_search,1.0,0.0
2023-12-17,free,DE,paid_search,1.0,0.0
2023-12-17,free,FR,organic,1.0,0.0
2023-12-17,starter,BR,referral,1.0,0.0
2023-12-17,free,IN,referral,1.0,0.0
2023-12-17,free,US,direct,1.0,0.0
2023-12-17,pro,DE,referral,1.0,0.0
2023-12-17,free,FR,direct,1.0,0.0
2023-12-17,pro,UK,organic,1.0,0.0
2023-12-17,enterprise,FR,email,1.0,0.0
2023-12-17,starter,FR,direct,1.0,0.0
2023-12-17,starter,CA,paid_search,1.0,0.0
2023-12-17,enterprise,FR,organic,1.0,0.0
2023-12-17,starter,UK,referral,1.0,0.0
2023-12-17,enterprise,CA,organic,1.0,0.0
2023-12-17,pro,DE,direct,1.0,0.0
2023-12-17,pro,FR,email,1.0,0.0
2023-12-16,free,UK,direct,1.0,0.0
2023-12-16,free,IN,direct,1.0,0.0
2023-12-16,pro,AU,paid_search,1.0,0.0
2023-12-16,starter,IN,organic,1.0,0.0
2023-12-16,starter,UK,referral,1.0,0.0
2023-12-16,starter,IN,email,1.0,0.0
2023-12-16,starter,UK,organic,1.0,0.0
2023-12-16,starter,FR,email,1.0,0.0
2023-12-16,starter,FR,paid_search,1.0,0.0
2023-12-16,enterprise,DE,paid_search,1.0,0.0
2023-12-16,free,DE,referral,1.0,0.0
2023-12-16,starter,AU,email,1.0,0.0
2023-12-16,starter,FR,direct,1.0,0.0
2023-12-16,enterprise,CA,organic,1.0,0.0
2023-12-15,enterprise,AU,organic,1.0,0.0
2023-12-15,enterprise,IN,organic,2.0,0.0
2023-12-15,starter,FR,direct,1.0,1.0
2023-12-15,pro,UK,email,1.0,0.0
2023-12-15,pro,US,paid_search,1.0,0.0
2023-12-15,free,AU,referral,1.0,0.0
2023-12-15,free,BR,paid_search,1.0,0.0
2023-12-15,enterprise,DE,organic,1.0,1.0
2023-12-15,free,CA,email,1.0,0.0
2023-12-15,starter,UK,email,1.0,0.0
2023-12-14,free,CA,referral,1.0,0.0
2023-12-14,starter,CA,organic,1.0,0.0
2023-12-14,free,IN,email,1.0,0.0
2023-12-14,starter,BR,direct,1.0,1.0
2023-12-14,enterprise,BR,direct,1.0,0.0
2023-12-14,enterprise,CA,organic,1.0,1.0
2023-12-14,enterprise,CA,direct,1.0,0.0
2023-12-14,starter,AU,paid_search,1.0,0.0
2023-12-14,enterprise,AU,referral,1.0,0.0
2023-12-14,starter,UK,direct,1.0,0.0
2023-12-14,pro,CA,paid_search,1.0,0.0
2023-12-14,free,AU,paid_search,1.0,0.0
2023-12-14,enterprise,IN,organic,1.0,0.0
2023-12-13,enterprise,US,paid_search,1.0,0.0
2023-12-13,enterprise,FR,referral,1.0,0.0
2023-12-13,pro,FR,referral,1.0,0.0
2023-12-13,enterprise,UK,organic,1.0,0.0
2023-12-13,enterprise,BR,direct,1.0,0.0
2023-12-13,starter,FR,email,1.0,0.0
2023-12-13,free,US,paid_search,1.0,0.0
2023-12-13,pro,AU,referral,1.0,0.0
2023-12-13,pro,CA,direct,1.0,0.0
2023-12-13,pro,UK,email,1.0,0.0
2023-12-12,enterprise,AU,paid_search,1.0,0.0
2023-12-12,starter,US,referral,1.0,0.0
2023-12-12,starter,AU,paid_search,1.0,0.0
2023-12-12,pro,DE,paid_search,1.0,1.0
2023-12-12,enterprise,US,organic,1.0,0.0
2023-12-12,pro,US,organic,1.0,0.0
2023-12-12,enterprise,US,referral,1.0,0.0
2023-12-12,pro,IN,organic,1.0,0.0
2023-12-12,free,AU,referral,1.0,1.0
2023-12-12,free,US,direct,1.0,0.0
2023-12-12,pro,FR,direct,1.0,0.0
2023-12-12,enterprise,US,direct,1.0,1.0
2023-12-12,starter,AU,direct,1.0,0.0
2023-12-12,enterprise,AU,referral,1.0,0.0
2023-12-11,pro,BR,organic,1.0,0.0
2023-12-11,enterprise,CA,organic,1.0,0.0
2023-12-11,free,IN,paid_search,1.0,0.0
2023-12-11,pro,AU,direct,1.0,0.0
2023-12-11,pro,IN,referral,1.0,0.0
2023-12-11,free,FR,email,1.0,0.0
2023-12-11,starter,AU,email,1.0,0.0
2023-12-11,free,DE,direct,1.0,1.0
2023-12-11,pro,CA,referral,1.0,0.0
2023-12-11,pro,BR,paid_search,1.0,0.0
2023-12-11,free,BR,direct,1.0,0.0
2023-12-10,pro,US,referral,1.0,0.0
2023-12-10,starter,DE,email,1.0,0.0
2023-12-10,free,CA,paid_search,2.0,0.0
2023-12-10,pro,DE,direct,1.0,0.0
2023-12-10,free,CA,referral,1.0,0.0
2023-12-10,starter,US,referral,1.0,0.0
2023-12-10,enterprise,UK,email,1.0,0.0
2023-12-10,enterprise,FR,direct,1.0,0.0
2023-12-10,enterprise,IN,direct,1.0,0.0
2023-12-10,starter,IN,referral,1.0,0.0
2023-12-10,enterprise,AU,direct,1.0,0.0
2023-12-09,starter,CA,direct,1.0,0.0
2023-12-09,enterprise,DE,email,1.0,0.0
2023-12-09,starter,IN,referral,1.0,0.0
2023-12-09,pro,US,direct,1.0,1.0
2023-12-09,free,US,email,1.0,0.0
2023-12-09,free,AU,organic,1.0,0.0
2023-12-09,starter,BR,referral,1.0,1.0
2023-12-09,starter,BR,direct,1.0,1.0
2023-12-09,starter,AU,email,1.0,0.0
2023-12-09,enterprise,IN,email,1.0,0.0
2023-12-09,pro,US,organic,1.0,1.0
2023-12-09,starter,US,email,1.0,0.0
2023-12-09,free,UK,organic,1.0,0.0
2023-12-08,enterprise,BR,email,2.0,0.0
2023-12-08,free,IN,paid_search,1.0,1.0
2023-12-08,pro,US,direct,1.0,0.0
2023-12-08,enterprise,CA,paid_search,1.0,0.0
2023-12-08,free,CA,organic,1.0,0.0
2023-12-08,free,AU,referral,1.0,0.0
2023-12-08,free,UK,direct,1.0,0.0
2023-12-08,starter,CA,direct,1.0,0.0
2023-12-08,free,DE,direct,1.0,1.0
2023-12-08,free,CA,paid_search,1.0,0.0
2023-12-08,enterprise,DE,direct,1.0,0.0
2023-12-08,pro,UK,email,1.0,0.0
2023-12-08,starter,IN,organic,1.0,1.0
2023-12-08,starter,BR,email,1.0,0.0
2023-12-07,free,UK,organic,1.0,0.0
2023-12-07,pro,US,organic,1.0,1.0
2023-12-07,starter,FR,direct,1.0,0.0
2023-12-07,enterprise,IN,direct,1.0,0.0
2023-12-07,enterprise,BR,paid_search,1.0,0.0
2023-12-07,enterprise,BR,email,1.0,0.0
2023-12-07,free,BR,email,1.0,0.0
2023-12-07,enterprise,FR,referral,1.0,0.0
2023-12-07,free,UK,direct,1.0,0.0
2023-12-07,free,FR,email,1.0,0.0
2023-12-07,enterprise,IN,email,1.0,0.0
2023-12-07,enterprise,US,referral,1.0,0.0
2023-12-07,pro,IN,paid_search,1.0,0.0
2023-12-07,starter,IN,direct,1.0,0.0
2023-12-07,enterprise,DE,referral,1.0,0.0
2023-12-07,pro,BR,referral,1.0,0.0
2023-12-06,enterprise,FR,referral,1.0,1.0
2023-12-06,starter,BR,referral,1.0,1.0
2023-12-06,enterprise,US,organic,1.0,0.0
2023-12-06,free,FR,paid_search,1.0,0.0
2023-12-06,pro,UK,direct,1.0,0.0
2023-12-06,starter,UK,direct,2.0,0.0
2023-12-06,enterprise,AU,direct,1.0,0.0
2023-12-06,starter,IN,direct,1.0,0.0
2023-12-06,pro,UK,paid_search,1.0,0.0
2023-12-05,starter,DE,email,1.0,0.0
2023-12-05,free,FR,organic,1.0,0.0
2023-12-05,enterprise,AU,email,1.0,0.0
2023-12-05,enterprise,AU,organic,1.0,0.0
2023-12-05,free,IN,organic,1.0,0.0
2023-12-05,free,FR,referral,1.0,0.0
2023-12-05,starter,AU,email,1.0,0.0
2023-12-05,free,US,direct,1.0,0.0
2023-12-05,starter,UK,email,1.0,0.0
2023-12-05,pro,IN,referral,1.0,1.0
2023-12-05,enterprise,IN,organic,1.0,0.0
2023-12-05,starter,US,organic,1.0,1.0
2023-12-04,starter,AU,direct,1.0,0.0
2023-12-04,pro,UK,referral,1.0,0.0
2023-12-04,pro,DE,paid_search,1.0,0.0
2023-12-04,starter,IN,paid_search,1.0,0.0
2023-12-04,starter,AU,referral,1.0,0.0
2023-12-04,enterprise,UK,direct,1.0,0.0
2023-12-04,enterprise,IN,organic,1.0,0.0
2023-12-04,enterprise,IN,referral,1.0,0.0
2023-12-04,enterprise,FR,organic,1.0,0.0
2023-12-04,pro,FR,referral,1.0,0.0
2023-12-04,starter,UK,email,1.0,0.0
2023-12-04,enterprise,IN,direct,1.0,0.0
2023-12-04,pro,DE,direct,1.0,0.0
2023-12-04,starter,AU,email,1.0,0.0
2023-12-04,free,UK,paid_search,1.0,0.0
2023-12-04,starter,BR,paid_search,1.0,1.0
2023-12-04,starter,UK,direct,1.0,0.0
2023-12-03,starter,UK,email,1.0,0.0
2023-12-03,free,DE,referral,1.0,0.0
2023-12-03,starter,UK,paid_search,1.0,1.0
2023-12-03,starter,FR,email,2.0,0.0
2023-12-03,enterprise,US,organic,1.0,0.0
2023-12-03,pro,US,direct,2.0,1.0
2023-12-03,enterprise,FR,referral,2.0,0.0
2023-12-03,enterprise,FR,organic,1.0,0.0
2023-12-03,starter,DE,organic,1.0,1.0
2023-12-03,pro,IN,paid_search,1.0,0.0
2023-12-03,enterprise,US,direct,1.0,0.0
2023-12-03,free,IN,organic,1.0,0.0
2023-12-03,free,DE,email,1.0,0.0
2023-12-03,free,FR,direct,1.0,0.0
2023-12-03,free,US,paid_search,1.0,0.0
2023-12-02,free,IN,direct,1.0,0.0
2023-12-02,enterprise,AU,email,1.0,0.0
2023-12-02,starter,US,organic,1.0,0.0
2023-12-02,enterprise,CA,paid_search,1.0,0.0
2023-12-02,enterprise,FR,referral,1.0,0.0
2023-12-02,free,IN,paid_search,1.0,0.0
2023-12-02,pro,US,paid_search,1.0,0.0
2023-12-02,free,FR,organic,1.0,0.0
2023-12-02,starter,IN,referral,1.0,0.0
2023-12-01,starter,AU,direct,1.0,0.0
2023-12-01,starter,BR,direct,1.0,0.0
2023-12-01,enterprise,BR,email,1.0,0.0
2023-12-01,free,AU,email,1.0,0.0
2023-12-01,enterprise,UK,referral,1.0,0.0
2023-12-01,pro,IN,paid_search,1.0,0.0
2023-12-01,starter,US,paid_search,1.0,0.0
2023-12-01,enterprise,DE,paid_search,1.0,0.0
2023-12-01,free,AU,organic,1.0,0.0
2023-12-01,starter,BR,email,1.0,0.0
2023-12-01,starter,IN,referral,1.0,0.0
2023-11-30,pro,CA,email,1.0,0.0
2023-11-30,enterprise,US,direct,1.0,0.0
2023-11-30,starter,BR,direct,1.0,1.0
2023-11-30,free,DE,direct,1.0,1.0
2023-11-30,pro,US,paid_search,1.0,0.0
2023-11-30,enterprise,US,referral,1.0,0.0
2023-11-30,pro,BR,referral,1.0,0.0
2023-11-30,starter,UK,direct,1.0,0.0
2023-11-30,starter,US,paid_search,1.0,0.0
2023-11-30,enterprise,UK,email,1.0,0.0
2023-11-30,starter,DE,referral,1.0,0.0
2023-11-30,pro,CA,direct,1.0,0.0
2023-11-30,free,UK,referral,1.0,1.0
2023-11-30,starter,UK,email,1.0,0.0
2023-11-30,free,US,direct,1.0,0.0
2023-11-30,free,DE,organic,1.0,0.0
2023-11-29,pro,FR,direct,1.0,0.0
2023-11-29,enterprise,DE,referral,1.0,0.0
2023-11-29,pro,AU,email,1.0,1.0
2023-11-29,free,AU,email,1.0,0.0
2023-11-29,starter,US,email,1.0,0.0
2023-11-29,pro,BR,organic,1.0,0.0
2023-11-29,pro,US,email,1.0,0.0
2023-11-29,enterprise,UK,direct,1.0,0.0
2023-11-29,starter,FR,email,1.0,1.0
2023-11-29,enterprise,DE,organic,1.0,1.0
2023-11-29,pro,DE,organic,1.0,1.0
2023-11-29,enterprise,AU,direct,1.0,0.0
2023-11-29,starter,AU,organic,1.0,0.0
2023-11-29,enterprise,UK,email,1.0,0.0
2023-11-28,enterprise,AU,organic,1.0,0.0
2023-11-28,free,CA,referral,1.0,0.0
2023-11-28,pro,FR,direct,1.0,0.0
2023-11-28,pro,DE,organic,1.0,1.0
2023-11-28,free,DE,paid_search,1.0,0.0
2023-11-28,starter,AU,paid_search,1.0,0.0
2023-11-28,pro,DE,paid_search,1.0,0.0
2023-11-28,free,IN,referral,1.0,0.0
2023-11-28,enterprise,BR,organic,1.0,1.0
2023-11-28,starter,FR,direct,1.0,0.0
2023-11-28,starter,IN,paid_search,1.0,0.0
2023-11-28,free,IN,direct,1.0,0.0
2023-11-28,pro,US,email,1.0,0.0
2023-11-28,free,FR,email,1.0,0.0
2023-11-28,enterprise,BR,paid_search,1.0,0.0
2023-11-28,starter,AU,direct,1.0,0.0
2023-11-27,enterprise,CA,organic,1.0,1.0
2023-11-27,free,DE,paid_search,1.0,0.0
2023-11-27,enterprise,BR,paid_search,1.0,0.0
2023-11-27,enterprise,US,email,1.0,0.0
2023-11-27,enterprise,BR,organic,1.0,0.0
2023-11-27,free,IN,direct,1.0,0.0
2023-11-27,starter,FR,email,1.0,0.0
2023-11-27,pro,BR,referral,1.0,0.0
2023-11-27,pro,IN,paid_search,1.0,0.0
2023-11-27,starter,DE,email,1.0,0.0
2023-11-27,enterprise,US,direct,1.0,0.0
2023-11-27,enterprise,FR,referral,2.0,0.0
2023-11-27,enterprise,DE,organic,1.0,1.0
2023-11-27,starter,IN,organic,1.0,0.0
2023-11-27,enterprise,FR,organic,1.0,0.0
2023-11-27,pro,BR,paid_search,1.0,0.0
2023-11-26,starter,IN,organic,1.0,1.0
2023-11-26,enterprise,IN,email,1.0,0.0
2023-11-26,starter,US,direct,1.0,1.0
2023-11-26,pro,UK,organic,1.0,1.0
2023-11-26,starter,AU,referral,1.0,0.0
2023-11-26,enterprise,FR,paid_search,1.0,0.0
2023-11-26,enterprise,DE,direct,1.0,0.0
2023-11-26,free,DE,direct,1.0,0.0
2023-11-26,pro,IN,referral,1.0,1.0
2023-11-26,pro,CA,organic,1.0,0.0
2023-11-26,pro,UK,referral,1.0,1.0
2023-11-26,enterprise,FR,referral,1.0,1.0
2023-11-26,free,US,direct,1.0,0.0
2023-11-26,starter,IN,email,1.0,0.0
2023-11-26,free,BR,referral,1.0,0.0
2023-11-26,enterprise,DE,email,1.0,1.0
2023-11-25,free,BR,paid_search,1.0,1.0
2023-11-25,enterprise,AU,direct,1.0,0.0
2023-11-25,starter,UK,direct,1.0,0.0
2023-11-25,pro,DE,direct,1.0,0.0
2023-11-25,pro,IN,organic,1.0,0.0
2023-11-25,enterprise,IN,email,1.0,1.0
2023-11-25,free,US,organic,1.0,0.0
2023-11-25,enterprise,US,paid_search,1.0,0.0
2023-11-25,free,IN,organic,1.0,0.0
2023-11-24,pro,IN,referral,1.0,0.0
2023-11-24,free,FR,organic,1.0,0.0
2023-11-24,enterprise,AU,direct,1.0,0.0
2023-11-24,starter,UK,referral,1.0,0.0
2023-11-24,enterprise,BR,paid_search,1.0,0.0
2023-11-24,free,DE,email,1.0,0.0
2023-11-24,pro,DE,referral,1.0,1.0
2023-11-24,starter,FR,direct,1.0,1.0
2023-11-24,free,AU,email,1.0,0.0
2023-11-24,starter,US,organic,2.0,0.0
2023-11-24,free,CA,referral,1.0,0.0
2023-11-24,enterprise,DE,email,2.0,0.0
2023-11-24,starter,FR,paid_search,1.0,0.0
2023-11-23,enterprise,US,paid_search,1.0,0.0
2023-11-23,enterprise,IN,email,1.0,0.0
2023-11-23,pro,AU,paid_search,1.0,0.0
2023-11-23,free,FR,email,1.0,0.0
2023-11-23,pro,UK,direct,1.0,0.0
2023-11-23,free,FR,paid_search,1.0,0.0
2023-11-23,enterprise,CA,email,1.0,0.0
2023-11-23,starter,CA,email,1.0,0.0
2023-11-23,starter,US,organic,1.0,1.0
2023-11-23,starter,IN,referral,1.0,0.0
2023-11-23,enterprise,UK,direct,1.0,0.0
2023-11-23,free,DE,direct,1.0,0.0
2023-11-23,free,UK,paid_search,1.0,0.0
2023-11-23,enterprise,UK,referral,1.0,0.0
2023-11-23,pro,UK,organic,1.0,0.0
2023-11-23,free,UK,referral,1.0,0.0
2023-11-22,pro,US,referral,1.0,0.0
2023-11-22,free,DE,organic,1.0,0.0
2023-11-22,pro,UK,organic,1.0,0.0
2023-11-22,free,IN,direct,1.0,0.0
2023-11-22,free,FR,direct,1.0,0.0
2023-11-22,enterprise,FR,direct,1.0,0.0
2023-11-22,enterprise,IN,email,1.0,0.0
2023-11-22,free,BR,referral,1.0,1.0
2023-11-22,enterprise,IN,organic,1.0,0.0
2023-11-22,enterprise,DE,referral,1.0,0.0
2023-11-22,free,FR,email,1.0,0.0
2023-11-22,starter,FR,paid_search,1.0,0.0
2023-11-22,pro,UK,direct,1.0,1.0
2023-11-22,free,IN,referral,1.0,1.0
2023-11-22,starter,AU,direct,1.0,0.0
2023-11-22,starter,CA,organic,1.0,0.0
2023-11-22,starter,US,referral,1.0,1.0
2023-11-21,starter,US,paid_search,2.0,0.0
2023-11-21,starter,CA,direct,1.0,0.0
2023-11-21,free,US,email,1.0,0.0
2023-11-21,pro,BR,referral,1.0,0.0
2023-11-21,starter,FR,email,1.0,0.0
2023-11-21,starter,BR,direct,1.0,0.0
2023-11-21,enterprise,US,direct,1.0,0.0
2023-11-21,enterprise,CA,direct,2.0,0.0
