event_id,user_id,event_type,event_timestamp,session_id,properties
evt_000166,user_0132,login,2023-03-24 00:00:00,sess_01052,{}
evt_000167,user_0036,page_view,2023-09-17 00:00:00,sess_02230,{}
evt_000168,user_0989,legacy_click,2023-06-03 00:00:00,sess_01202,{}
evt_000169,user_0465,feature_used,2023-12-22 00:00:00,sess_01443,{}
evt_000170,user_0535,feature_used,2023-12-06 00:00:00,sess_00151,{}
evt_000171,user_0312,feature_used,2023-11-05 00:00:00,sess_02424,{}
evt_000172,user_0132,settings_change,2023-02-08 00:00:00,sess_01068,{}
evt_000173,user_0946,feature_used,2023-02-12 00:00:00,sess_01743,{}
evt_000174,user_0148,login,2023-11-19 00:00:00,sess_02594,{}
evt_000175,user_0202,settings_change,2023-12-03 00:00:00,sess_02095,{}
evt_000176,user_0439,feature_used,2023-08-11 00:00:00,sess_02473,{}
evt_000177,user_0282,page_view,2023-12-17 00:00:00,sess_00271,{}
evt_000178,user_0092,api_call,2023-05-20 00:00:00,sess_00925,{}
evt_000179,user_0101,export,2023-04-24 00:00:00,sess_00506,{}
evt_000180,user_0763,api_call,2023-09-08 00:00:00,sess_01430,{}
evt_000181,user_0905,api_call,2023-11-08 00:00:00,sess_00197,{}
evt_000182,user_0991,export,2023-12-14 00:00:00,sess_02436,{}
evt_000183,user_0422,export,2023-05-13 00:00:00,sess_02104,{}
evt_000184,user_0690,feature_used,2023-10-18 00:00:00,sess_00217,{}
evt_000185,user_0671,api_call,2023-05-08 00:00:00,sess_01714,{}
evt_000186,user_0192,export,2023-08-28 00:00:00,sess_01130,{}
evt_000187,user_0546,settings_change,2023-04-28 00:00:00,sess_00357,{}
evt_000188,user_0426,api_call,2023-11-21 00:00:00,sess_02990,{}
evt_000189,user_0096,feature_used,2023-02-13 00:00:00,sess_02270,{}
evt_000190,user_0846,page_view,2023-08-06 00:00:00,sess_02994,{}
evt_000191,user_0521,login,2023-12-13 00:00:00,sess_00511,{}
evt_000192,user_0648,feature_used,2023-01-04 00:00:00,sess_02878,{}
evt_000193,user_0361,feature_used,2023-12-05 00:00:00,sess_02496,{}
evt_000194,user_0469,feature_used,2023-09-26 00:00:00,sess_00308,{}
evt_000195,user_0137,login,2023-01-27 00:00:00,sess_01553,{}
evt_000196,user_0116,api_call,2023-05-08 00:00:00,sess_00483,{}
evt_000197,user_0505,api_call,2023-01-02 00:00:00,sess_02330,{}
evt_000198,user_0966,api_call,2023-11-26 00:00:00,sess_00146,{}
evt_000199,user_0934,login,2023-01-30 00:00:00,sess_02522,{}
evt_000200,user_0311,api_call,2023-06-29 00:00:00,sess_01647,{}
evt_000201,user_0104,export,2023-02-13 00:00:00,sess_00630,{}
evt_000202,user_0956,legacy_click,2023-12-03 00:00:00,sess_01928,{}
evt_000203,user_0312,api_call,2023-04-04 00:00:00,sess_01104,{}
evt_000204,user_0459,settings_change,2023-03-24 00:00:00,sess_01778,{}
evt_000205,,settings_change,2023-04-08 00:00:00,sess_00548,{}
evt_000206,user_0779,api_call,2023-03-24 00:00:00,sess_01964,{}
evt_000207,user_0278,page_view,2023-10-09 00:00:00,sess_02793,{}
evt_000208,user_0339,export,2023-07-19 00:00:00,sess_00442,{}
evt_000209,user_0130,feature_used,2023-01-07 00:00:00,sess_00214,{}
evt_000210,user_0358,export,2023-01-05 00:00:00,sess_01186,{}
evt_000211,user_0085,export,2023-03-20 00:00:00,sess_00766,{}
evt_000212,user_0804,page_view,2023-12-25 00:00:00,sess_01758,{}
evt_000213,user_0740,page_view,2023-09-15 00:00:00,sess_00773,{}
evt_000214,user_0620,settings_change,2023-04-28 00:00:00,sess_01644,{}
evt_000215,user_0201,feature_used,2023-11-12 00:00:00,sess_00209,{}
evt_000216,user_0550,api_call,2023-04-29 00:00:00,sess_01746,{}
evt_000217,user_0535,export,2023-06-05 00:00:00,sess_01490,{}
evt_000218,user_0367,settings_change,2023-06-13 00:00:00,sess_00168,{}
evt_000219,,settings_change,2023-04-19 00:00:00,sess_01148,{}
evt_000220,user_0104,export,2023-09-09 00:00:00,sess_01247,{}
evt_000221,user_0702,page_view,2023-03-08 00:00:00,sess_01481,{}
evt_000222,user_0618,login,2023-05-02 00:00:00,sess_00861,{}
evt_000223,user_0090,page_view,2023-11-05 00:00:00,sess_02403,{}
evt_000224,user_0926,settings_change,2023-04-09 00:00:00,sess_00405,{}
evt_000225,user_0573,login,2023-08-31 00:00:00,sess_02953,{}
evt_000226,user_0131,feature_used,2023-12-31 00:00:00,sess_02296,{}
evt_000227,user_0937,api_call,2023-03-02 00:00:00,sess_01978,{}
evt_000228,user_0975,login,2023-03-27 00:00:00,sess_02854,{}
evt_000229,user_0302,page_view,2023-02-01 00:00:00,sess_01629,{}
evt_000230,user_0559,login,2023-03-26 00:00:00,sess_02087,{}
evt_000231,user_0817,export,2023-05-20 00:00:00,sess_00015,{}
evt_000232,user_0228,login,2023-09-20 00:00:00,sess_02899,{}
evt_000233,user_0271,api_call,2023-06-01 00:00:00,sess_02262,{}
evt_000234,user_0234,page_view,2023-05-30 00:00:00,sess_00607,{}
evt_000235,user_0290,feature_used,2023-01-27 00:00:00,sess_00861,{}
evt_000236,user_0002,settings_change,2023-11-06 00:00:00,sess_00341,{}
evt_000237,user_0926,login,2023-03-10 00:00:00,sess_02505,{}
evt_000238,user_0059,settings_change,2023-07-02 00:00:00,sess_01146,{}
evt_000239,user_0017,login,2023-10-26 00:00:00,sess_02819,{}
evt_000240,user_0686,api_call,2023-11-21 00:00:00,sess_00845,{}
evt_000241,user_0230,api_call,2023-10-25 00:00:00,sess_01620,{}
evt_000242,user_0243,settings_change,2023-07-08 00:00:00,sess_01963,{}
evt_000243,user_0190,export,2023-04-01 00:00:00,sess_02010,{}
evt_000244,user_0189,settings_change,2023-06-08 00:00:00,sess_00728,{}
evt_000245,user_0720,login,2023-03-15 00:00:00,sess_01005,{}
evt_000246,user_0677,export,2023-09-27 00:00:00,sess_00049,{}
evt_000247,user_0396,export,2023-01-07 00:00:00,sess_00180,{}
evt_000248,user_0807,page_view,2023-11-18 00:00:00,sess_00039,{}
evt_000249,user_0109,login,2023-06-23 00:00:00,sess_00829,{}
evt_000250,user_0795,login,2023-03-25 00:00:00,sess_01962,{}
evt_000251,user_0058,login,2023-11-18 00:00:00,sess_00087,{}
evt_000252,user_0106,login,2023-09-19 00:00:00,sess_00005,{}
evt_000253,user_0025,feature_used,2023-03-17 00:00:00,sess_01175,{}
evt_000254,user_0919,settings_change,2023-02-27 00:00:00,sess_00452,{}
evt_000255,user_0294,api_call,2023-06-20 00:00:00,sess_00348,{}
evt_000256,user_0635,feature_used,2023-09-29 00:00:00,sess_00743,{}
evt_000257,user_0156,settings_change,2023-11-16 00:00:00,sess_00426,{}
evt_000258,user_0524,settings_change,2023-05-16 00:00:00,sess_00313,{}
evt_000259,user_0901,feature_used,2023-03-17 00:00:00,sess_01600,{}
evt_000260,user_0834,export,2023-02-27 00:00:00,sess_02977,{}
evt_000261,user_0093,api_call,2023-04-04 00:00:00,sess_01308,{}
evt_000262,user_0503,settings_change,2023-11-05 00:00:00,sess_00567,{}
evt_000263,user_0686,feature_used,2023-10-09 00:00:00,sess_02187,{}
evt_000264,user_0563,feature_used,2023-10-25 00:00:00,sess_02159,{}
evt_000265,user_0727,settings_change,2023-02-14 00:00:00,sess_00012,{}
evt_000266,user_0890,page_view,2023-08-31 00:00:00,sess_00452,{}
evt_000267,user_0365,api_call,2023-03-13 00:00:00,sess_00591,{}
evt_000268,user_0578,export,2023-04-25 00:00:00,sess_00565,{}
evt_000269,user_0729,settings_change,2023-01-14 00:00:00,sess_01523,{}
evt_000270,user_0109,settings_change,2023-09-02 00:00:00,sess_00648,{}
evt_000271,user_0383,feature_used,2023-02-09 00:00:00,sess_01706,{}
evt_000272,user_0191,export,2023-09-28 00:00:00,sess_01926,{}
evt_000273,user_0353,export,2023-12-22 00:00:00,sess_00456,{}
evt_000274,user_0921,settings_change,2023-03-30 00:00:00,sess_00045,{}
evt_000275,user_0443,settings_change,2023-08-21 00:00:00,sess_01057,{}
evt_000276,user_0526,api_call,2023-08-05 00:00:00,sess_00377,{}
evt_000277,user_0996,feature_used,2023-07-25 00:00:00,sess_00897,{}
evt_000278,user_0861,settings_change,2023-11-06 00:00:00,sess_02837,{}
evt_000279,user_0327,settings_change,2023-07-14 00:00:00,sess_01522,{}
evt_000280,user_0204,api_call,2023-02-09 00:00:00,sess_01375,{}
evt_000281,user_0294,feature_used,2023-02-03 00:00:00,sess_00045,{}
evt_000282,user_0323,feature_used,2023-11-23 00:00:00,sess_01103,{}
evt_000283,user_0598,login,2023-09-05 00:00:00,sess_01289,{}
evt_000284,user_0323,page_view,2023-05-25 00:00:00,sess_00799,{}
evt_000285,user_0410,settings_change,2023-03-08 00:00:00,sess_00399,{}
evt_000286,user_0939,settings_change,2023-09-15 00:00:00,sess_02406,{}
evt_000287,user_0499,login,2023-01-20 00:00:00,sess_00621,{}
evt_000288,user_0081,settings_change,2023-04-29 00:00:00,sess_02792,{}
evt_000289,user_0806,settings_change,2023-09-14 00:00:00,sess_02494,{}
evt_000290,user_0974,api_call,2023-03-09 00:00:00,sess_01476,{}
evt_000291,user_0984,export,2023-12-31 00:00:00,sess_00980,{}
evt_000292,user_0642,login,2023-03-20 00:00:00,sess_02038,{}
evt_000293,user_0016,feature_used,2023-06-08 00:00:00,sess_00358,{}
evt_000294,user_0475,api_call,2023-06-01 00:00:00,sess_01148,{}
evt_000295,user_0369,page_view,2023-12-30 00:00:00,sess_01939,{}
evt_000296,user_0799,export,2023-03-13 00:00:00,sess_02000,{}
evt_000297,user_0898,api_call,2023-11-14 00:00:00,sess_01806,{}
evt_000298,user_0884,login,2023-07-11 00:00:00,sess_01693,{}
evt_000299,user_0275,settings_change,2023-11-26 00:00:00,sess_01003,{}
evt_000300,user_0588,page_view,2023-02-23 00:00:00,sess_00649,{}
evt_000301,user_0893,page_view,2023-08-25 00:00:00,sess_01430,{}
evt_000302,user_0674,login,2023-08-27 00:00:00,sess_00739,{}
evt_000303,user_0960,export,2023-04-13 00:00:00,sess_00265,{}
evt_000304,user_0634,export,2023-09-01 00:00:00,sess_01862,{}
evt_000305,user_0163,export,2023-04-20 00:00:00,sess_00129,{}
evt_000306,user_0811,export,2023-07-05 00:00:00,sess_00875,{}
evt_000307,user_0907,page_view,2023-12-17 00:00:00,sess_01033,{}
evt_000308,user_0086,feature_used,2023-07-27 00:00:00,sess_02918,{}
evt_000309,user_0439,login,2023-05-13 00:00:00,sess_00221,{}
evt_000310,user_0944,export,2023-06-02 00:00:00,sess_01431,{}
evt_000311,user_0504,export,2023-03-24 00:00:00,sess_01453,{}
evt_000312,user_0599,export,2023-10-15 00:00:00,sess_00319,{}
evt_000313,user_0607,login,2023-12-07 00:00:00,sess_01297,{}
evt_000314,,export,2023-09-13 00:00:00,sess_02761,{}
evt_000315,user_0546,legacy_click,2023-08-19 00:00:00,sess_01841,{}
evt_000316,user_0607,page_view,2023-04-07 00:00:00,sess_02237,{}
evt_000317,user_0631,export,2023-04-18 00:00:00,sess_02363,{}
evt_000318,user_0389,api_call,2023-06-07 00:00:00,sess_00511,{}
evt_000319,user_0681,export,2023-06-30 00:00:00,sess_02222,{}
evt_000320,user_0802,api_call,2023-04-01 00:00:00,sess_01529,{}
evt_000321,user_0625,feature_used,2023-07-15 00:00:00,sess_02702,{}
evt_000322,user_0457,settings_change,2023-11-14 00:00:00,sess_00426,{}
evt_000323,user_0017,login,2023-02-23 00:00:00,sess_02556,{}
evt_000324,user_0103,settings_change,2023-10-25 00:00:00,sess_01188,{}
evt_000325,user_0221,feature_used,2023-10-10 00:00:00,sess_00802,{}
evt_000326,user_0996,page_view,2023-08-26 00:00:00,sess_02642,{}
evt_000327,user_0776,legacy_click,2023-07-11 00:00:00,sess_01162,{}
evt_000328,user_0691,api_call,2023-08-01 00:00:00,sess_00018,{}
evt_000329,user_0434,page_view,2023-03-20 00:00:00,sess_02126,{}
evt_000330,user_0630,api_call,2023-10-20 00:00:00,sess_02277,{}
evt_000331,user_0202,login,2023-01-27 00:00:00,sess_00528,{}
evt_000332,user_0409,settings_change,2023-06-12 00:00:00,sess_01792,{}
evt_000333,user_0744,feature_used,2023-11-20 00:00:00,sess_01606,{}
evt_000334,user_0659,api_call,2023-03-23 00:00:00,sess_00382,{}
evt_000335,user_0457,page_view,2023-10-31 00:00:00,sess_02532,{}
evt_000336,user_0963,page_view,2023-01-13 00:00:00,sess_00535,{}
evt_000337,user_0666,settings_change,2023-04-06 00:00:00,sess_00909,{}
evt_000338,user_0562,feature_used,2023-07-13 00:00:00,sess_00212,{}
evt_000339,user_0979,feature_used,2023-11-23 00:00:00,sess_00424,{}
evt_000340,user_0970,login,2023-03-14 00:00:00,sess_00740,{}
evt_000341,user_0518,api_call,2023-04-17 00:00:00,sess_02012,{}
evt_000342,user_0433,page_view,2023-11-17 00:00:00,sess_02816,{}
evt_000343,user_0932,api_call,2023-08-19 00:00:00,sess_01224,{}
evt_000344,,feature_used,2023-11-20 00:00:00,sess_00129,{}
evt_000345,user_0359,api_call,2023-11-11 00:00:00,sess_00021,{}
evt_000346,user_0777,api_call,2023-04-09 00:00:00,sess_02196,{}
evt_000347,user_0537,feature_used,2023-07-06 00:00:00,sess_00889,{}
evt_000348,user_0143,feature_used,2023-12-21 00:00:00,sess_01121,{}
evt_000349,user_0999,page_view,2023-10-10 00:00:00,sess_01914,{}
evt_000350,user_0519,export,2023-07-24 00:00:00,sess_00709,{}
evt_000351,user_0885,settings_change,2023-07-21 00:00:00,sess_02407,{}
evt_000352,user_0832,feature_used,2023-09-07 00:00:00,sess_01828,{}
evt_000353,user_0783,api_call,2023-11-15 00:00:00,sess_01569,{}
evt_000354,user_0594,api_call,2023-11-20 00:00:00,sess_00686,{}
evt_000355,user_0536,api_call,2023-05-31 00:00:00,sess_02643,{}
evt_000356,user_0557,api_call,2023-02-28 00:00:00,sess_01322,{}
evt_000357,user_0195,api_call,2023-04-21 00:00:00,sess_01524,{}
evt_000358,user_0328,legacy_click,2023-12-19 00:00:00,sess_01348,{}
evt_000359,user_0595,api_call,2023-10-15 00:00:00,sess_01162,{}
evt_000360,user_0552,feature_used,2023-05-23 00:00:00,sess_02750,{}
evt_000361,user_0935,settings_change,2023-08-11 00:00:00,sess_01312,{}
evt_000362,user_0051,export,2023-05-21 00:00:00,sess_00509,{}
evt_000363,user_0631,api_call,2023-05-02 00:00:00,sess_01168,{}
evt_000364,,login,2023-08-25 00:00:00,sess_01650,{}
evt_000365,user_0560,login,2023-11-27 00:00:00,sess_01925,{}
evt_000366,user_0840,export,2023-05-21 00:00:00,sess_01417,{}
evt_000367,user_0583,api_call,2023-01-25 00:00:00,sess_02853,{}
evt_000368,user_0516,settings_change,2023-03-04 00:00:00,sess_00421,{}
evt_000369,user_0049,page_view,2023-06-15 00:00:00,sess_01785,{}
evt_000370,user_0091,feature_used,2023-07-08 00:00:00,sess_02820,{}
evt_000371,user_0271,page_view,2023-06-05 00:00:00,sess_01349,{}
evt_000372,user_0829,export,2023-03-29 00:00:00,sess_01888,{}
evt_000373,user_0333,feature_used,2023-07-31 00:00:00,sess_02738,{}
evt_000374,user_0553,feature_used,2023-12-05 00:00:00,sess_01319,{}
evt_000375,user_0505,feature_used,2023-06-01 00:00:00,sess_01446,{}
evt_000376,user_0912,feature_used,2023-04-16 00:00:00,sess_00308,{}
evt_000377,user_0062,feature_used,2023-04-21 00:00:00,sess_01578,{}
evt_000378,user_0108,api_call,2023-10-30 00:00:00,sess_01284,{}
evt_000379,user_0326,settings_change,2023-03-20 00:00:00,sess_00533,{}
