payment_id,user_id,subscription_id,amount_usd,currency,refund_flag,payment_date,payment_method
pay_00090,user_0019,sub_0018,49,USD,False,2023-03-03,card
pay_00091,user_0019,sub_0018,49,USD,False,2023-02-15,wire
pay_00092,user_0019,sub_0018,49,USD,False,2023-02-25,card
pay_00093,user_0019,sub_0018,49,USD,False,2023-01-27,ach
pay_00094,user_0020,sub_0019,49,USD,False,2023-09-11,wire
pay_00095,user_0020,sub_0019,49,USD,False,2023-07-17,ach
pay_00096,user_0020,sub_0019,49,USD,False,2023-05-02,ach
pay_00097,user_0020,sub_0019,49,USD,False,2023-05-14,wire
pay_00098,user_0020,sub_0019,49,USD,False,2023-04-10,ach
pay_00099,user_0020,sub_0019,49,USD,False,2023-05-01,ach
pay_00100,user_0020,sub_0019,49,USD,False,2023-06-29,wire
pay_00101,user_0020,sub_0019,49,USD,False,2023-03-06,card
pay_00102,user_0020,sub_0019,49,USD,False,2023-06-03,ach
pay_00103,user_0020,sub_0019,49,USD,False,2023-01-19,card
pay_00104,user_0020,sub_0019,49,USD,False,2023-10-23,card
pay_00105,user_0023,sub_0022,599,USD,False,2023-11-27,card
pay_00106,user_0023,sub_0022,599,USD,False,2023-07-11,wire
pay_00107,user_0023,sub_0022,599,USD,False,2023-02-19,wire
pay_00108,user_0023,sub_0022,599,USD,False,2023-06-02,card
pay_00109,user_0023,sub_0022,599,USD,False,2023-11-06,ach
pay_00110,user_0023,sub_0022,599,USD,False,2023-05-09,ach
pay_00111,user_0023,sub_0022,599,USD,False,2023-05-20,wire
pay_00112,user_0023,sub_0022,599,USD,False,2023-12-25,wire
pay_00113,user_0023,sub_0022,599,USD,False,2023-07-04,ach
pay_00114,user_0023,sub_0022,599,USD,False,2023-02-04,card
pay_00115,user_0024,sub_0023,49,USD,False,2023-02-11,wire
pay_00116,user_0024,sub_0023,49,USD,False,2023-01-14,ach
pay_00117,user_0024,sub_0023,-49,USD,False,2023-01-14,ach
pay_00118,user_0024,sub_0023,49,USD,False,2023-05-19,card
pay_00119,user_0026,sub_0025,599,USD,False,2023-08-24,card
pay_00120,user_0028,sub_0027,599,USD,False,2023-05-11,card
pay_00121,user_0028,sub_0027,599,USD,False,2023-03-12,ach
pay_00122,user_0028,sub_0027,599,USD,False,2023-12-11,wire
pay_00123,user_0029,sub_0028,599,USD,False,2023-09-20,ach
pay_00124,user_0029,sub_0028,599,USD,False,2023-05-03,ach
pay_00125,user_0029,sub_0028,599,USD,False,2023-12-26,ach
pay_00126,user_0029,sub_0028,599,USD,False,2023-11-23,card
pay_00127,user_0029,sub_0028,599,USD,False,2023-08-16,ach
pay_00128,user_0029,sub_0028,599,USD,False,2023-10-31,ach
pay_00129,user_0029,sub_0028,599,USD,False,2023-12-16,ach
pay_00130,user_0029,sub_0028,599,USD,False,2023-10-01,ach
pay_00131,user_0029,sub_0028,599,USD,False,2023-06-15,wire
pay_00132,user_0031,sub_0030,49,USD,False,2023-06-11,ach
pay_00133,user_0031,sub_0030,49,USD,False,2023-08-04,card
pay_00134,user_0031,sub_0030,49,USD,False,2023-03-07,ach
pay_00135,user_0031,sub_0030,49,USD,False,2023-09-20,ach
pay_00136,user_0031,sub_0030,49,USD,False,2023-01-17,ach
pay_00137,user_0031,sub_0030,49,USD,False,2023-06-02,ach
pay_00138,user_0031,sub_0030,49,USD,False,2023-12-20,card
pay_00139,user_0031,sub_0030,49,USD,False,2023-10-24,card
pay_00140,user_0031,sub_0030,49,USD,False,2023-12-25,ach
pay_00141,user_0031,sub_0030,49,USD,False,2023-06-17,ach
pay_00142,user_0031,sub_0030,49,USD,False,2023-01-01,ach
pay_00143,user_0031,sub_0030,49,USD,False,2023-05-28,ach
pay_00144,user_0032,sub_0031,49,USD,False,2023-12-28,wire
pay_00145,user_0032,sub_0031,49,USD,False,2023-11-05,ach
pay_00146,user_0032,sub_0031,49,USD,False,2023-05-11,ach
pay_00147,user_0032,sub_0031,49,USD,False,2023-02-01,wire
pay_00148,user_0032,sub_0031,49,USD,False,2023-07-22,wire
pay_00149,user_0033,sub_0032,149,USD,False,2023-02-20,wire
pay_00150,user_0033,sub_0032,149,USD,False,2023-01-16,card
pay_00151,user_0033,sub_0032,149,USD,False,2023-11-21,ach
pay_00152,user_0033,sub_0032,149,USD,False,2023-05-22,card
pay_00153,user_0034,sub_0033,149,USD,False,2023-04-14,ach
pay_00154,user_0034,sub_0033,149,USD,False,2023-04-26,ach
pay_00155,user_0034,sub_0033,149,USD,False,2023-03-05,card
pay_00156,user_0034,sub_0033,149,USD,False,2023-10-20,wire
pay_00157,user_0034,sub_0033,149,USD,False,2023-11-20,ach
pay_00158,user_0034,sub_0033,149,USD,False,2023-04-07,ach
pay_00159,user_0034,sub_0033,149,USD,False,2023-11-14,ach
pay_00160,user_0034,sub_0033,149,USD,False,2023-04-12,ach
pay_00161,user_0034,sub_0033,149,USD,False,2023-01-28,ach
pay_00162,user_0034,sub_0033,149,USD,False,2023-04-08,wire
pay_00163,user_0035,sub_0034,49,USD,False,2023-11-23,ach
pay_00164,user_0035,sub_0034,49,USD,False,2023-04-24,card
pay_00165,user_0035,sub_0034,49,USD,False,2023-04-19,card
pay_00166,user_0035,sub_0034,49,USD,False,2023-01-24,wire
pay_00167,user_0035,sub_0034,49,USD,False,2023-01-21,card
pay_00168,user_0035,sub_0034,49,USD,False,2023-10-08,card
pay_00169,user_0035,sub_0034,49,USD,False,2023-09-13,wire
pay_00170,user_0035,sub_0034,49,USD,False,2023-02-18,wire
pay_00171,user_0035,sub_0034,49,USD,False,2023-08-20,card
pay_00172,user_0035,sub_0034,49,USD,False,2023-07-17,ach
pay_00173,user_0036,sub_0035,49,USD,False,2023-04-13,card
pay_00174,user_0036,sub_0035,49,USD,False,2023-01-17,wire
pay_00175,user_0036,sub_0035,49,USD,False,2023-09-30,card
pay_00176,user_0036,sub_0035,49,USD,False,2023-05-31,wire
pay_00177,user_0036,sub_0035,49,USD,False,2023-05-18,card
pay_00178,user_0036,sub_0035,49,USD,False,2023-11-02,card
pay_00179,user_0036,sub_0035,49,USD,False,2023-09-22,wire
pay_00180,user_0036,sub_0035,49,USD,False,2023-05-06,wire
pay_00181,user_0036,sub_0035,49,USD,False,2023-06-12,card
pay_00182,user_0037,sub_0036,149,USD,False,2023-09-22,card
pay_00183,user_0037,sub_0036,149,USD,False,2023-04-29,wire
pay_00184,user_0037,sub_0036,149,USD,False,2023-10-20,ach
pay_00185,user_0037,sub_0036,149,USD,False,2023-04-15,card
pay_00186,user_0037,sub_0036,149,USD,False,2023-01-06,card
pay_00187,user_0037,sub_0036,149,USD,False,2023-07-14,wire
pay_00188,user_0037,sub_0036,149,USD,False,2023-07-24,card
pay_00189,user_0037,sub_0036,149,USD,False,2023-09-17,ach
pay_00190,user_0038,sub_0037,149,USD,False,2023-01-26,ach
pay_00191,user_0038,sub_0037,149,USD,False,2023-12-27,ach
pay_00192,user_0038,sub_0037,149,USD,False,2023-02-16,ach
pay_00193,user_0038,sub_0037,149,USD,False,2023-03-12,ach
pay_00194,user_0038,sub_0037,149,USD,False,2023-09-02,wire
pay_00195,user_0038,sub_0037,-149,USD,False,2023-12-24,card
pay_00196,user_0039,sub_0038,-149,USD,False,2023-11-20,card
pay_00197,user_0039,sub_0038,149,USD,False,2023-05-22,wire
pay_00198,user_0040,sub_0039,149,USD,False,2023-10-29,ach
pay_00199,user_0040,sub_0039,149,USD,False,2023-09-27,wire
pay_00200,user_0041,sub_0040,49,USD,False,2023-07-10,card
pay_00201,user_0041,sub_0040,49,USD,False,2023-02-16,ach
pay_00202,user_0041,sub_0040,49,USD,False,2023-02-05,card
pay_00203,user_0041,sub_0040,49,USD,False,2023-03-31,ach
pay_00204,user_0041,sub_0040,49,USD,False,2023-04-17,ach
pay_00205,user_0041,sub_0040,49,USD,False,2023-06-07,wire
pay_00206,user_0042,sub_0041,149,USD,False,2023-01-13,card
pay_00207,user_0042,sub_0041,149,USD,False,2023-04-01,card
pay_00208,user_0042,sub_0041,149,USD,False,2023-03-09,ach
pay_00209,user_0042,sub_0041,149,USD,False,2023-07-19,ach
pay_00210,user_0042,sub_0041,149,USD,False,2023-12-09,wire
pay_00211,user_0042,sub_0041,149,USD,False,2023-10-06,ach
pay_00212,user_0042,sub_0041,149,USD,False,2023-03-08,wire
pay_00213,user_0042,sub_0041,149,USD,False,2023-03-31,card
pay_00214,user_0042,sub_0041,149,USD,False,2023-09-06,ach
pay_00215,user_0043,sub_0042,599,USD,False,2023-11-15,ach
pay_00216,user_0043,sub_0042,599,USD,False,2023-05-28,ach
pay_00217,user_0043,sub_0042,599,USD,False,2023-12-10,card
pay_00218,user_0043,sub_0042,599,USD,False,2023-08-12,card
pay_00219,user_0043,sub_0042,599,USD,False,2023-05-31,wire
pay_00220,user_0043,sub_0042,599,USD,False,2023-10-18,wire
pay_00221,user_0043,sub_0042,599,USD,False,2023-07-16,card
pay_00222,user_0043,sub_0042,599,USD,False,2023-03-06,ach
pay_00223,user_0043,sub_0042,599,USD,False,2023-06-06,ach
pay_00224,user_0043,sub_0042,599,USD,False,2023-01-02,wire
pay_00225,user_0043,sub_0042,599,USD,False,2023-04-19,card
pay_00226,user_0046,sub_0045,49,USD,False,2023-01-24,card
pay_00227,user_0047,sub_0046,149,USD,False,2023-03-29,wire
pay_00228,user_0047,sub_0046,149,USD,False,2023-09-12,card
pay_00229,user_0047,sub_0046,149,USD,False,2023-12-07,card
pay_00230,user_0047,sub_0046,149,USD,False,2023-07-19,card
pay_00231,user_0047,sub_0046,149,USD,False,2023-05-14,ach
pay_00232,user_0047,sub_0046,149,USD,False,2023-06-23,wire
pay_00233,user_0047,sub_0046,149,USD,False,2023-01-08,card
pay_00234,user_0047,sub_0046,149,USD,False,2023-03-26,wire
pay_00235,user_0047,sub_0046,149,USD,False,2023-09-29,card
pay_00236,user_0048,sub_0047,149,USD,False,2023-10-04,wire
pay_00237,user_0048,sub_0047,149,USD,False,2023-10-15,wire
pay_00238,user_0048,sub_0047,149,USD,False,2023-12-03,wire
pay_00239,user_0048,sub_0047,149,USD,False,2023-05-02,ach
pay_00240,user_0048,sub_0047,149,USD,False,2023-10-27,ach
pay_00241,user_0048,sub_0047,149,USD,False,2023-05-16,wire
pay_00242,user_0050,sub_0049,49,USD,False,2023-01-10,card
pay_00243,user_0050,sub_0049,49,USD,False,2023-12-04,card
pay_00244,user_0050,sub_0049,49,USD,False,2023-02-14,wire
pay_00245,user_0050,sub_0049,49,USD,False,2023-08-29,card
pay_00246,user_0050,sub_0049,49,USD,False,2023-09-19,card
pay_00247,user_0050,sub_0049,49,USD,False,2023-04-25,ach
pay_00248,user_0050,sub_0049,49,USD,False,2023-12-29,ach
pay_00249,user_0050,sub_0049,49,USD,False,2023-07-11,wire
pay_00250,user_0050,sub_0049,49,USD,False,2023-04-29,wire
pay_00251,user_0050,sub_0049,49,USD,False,2023-06-23,wire
pay_00252,user_0050,sub_0049,49,USD,False,2023-08-22,ach
pay_00253,user_0052,sub_0051,599,USD,False,2023-07-10,wire
pay_00254,user_0052,sub_0051,599,USD,False,2023-06-30,ach
pay_00255,user_0052,sub_0051,599,USD,False,2023-08-13,card
pay_00256,user_0052,sub_0051,599,USD,False,2023-03-20,card
pay_00257,user_0052,sub_0051,599,USD,False,2023-02-28,ach
pay_00258,user_0052,sub_0051,599,USD,False,2023-09-05,card
pay_00259,user_0053,sub_0052,49,USD,False,2023-12-20,ach
pay_00260,user_0053,sub_0052,49,USD,False,2023-10-16,ach
pay_00261,user_0053,sub_0052,49,USD,False,2023-07-16,ach
pay_00262,user_0054,sub_0053,49,USD,False,2023-12-05,card
pay_00263,user_0054,sub_0053,49,USD,False,2023-01-06,card
pay_00264,user_0054,sub_0053,49,USD,False,2023-09-23,wire
pay_00265,user_0054,sub_0053,49,USD,False,2023-12-06,wire
pay_00266,user_0054,sub_0053,49,USD,False,2023-08-27,wire
pay_00267,user_0055,sub_0054,49,USD,False,2023-10-30,card
pay_00268,user_0055,sub_0054,49,USD,False,2023-10-30,wire
pay_00269,user_0055,sub_0054,49,USD,False,2023-10-22,wire
pay_00270,user_0055,sub_0054,49,USD,False,2023-10-12,ach
pay_00271,user_0055,sub_0054,-49,USD,False,2023-09-25,ach
pay_00272,user_0055,sub_0054,49,USD,False,2023-08-18,ach
pay_00273,user_0055,sub_0054,49,USD,False,2023-03-03,ach
pay_00274,user_0057,sub_0056,49,USD,False,2023-08-10,ach
pay_00275,user_0057,sub_0056,49,USD,False,2023-08-09,ach
pay_00276,user_0057,sub_0056,49,USD,False,2023-10-01,ach
pay_00277,user_0057,sub_0056,49,USD,False,2023-04-02,card
pay_00278,user_0057,sub_0056,49,USD,False,2023-07-08,card
pay_00279,user_0057,sub_0056,49,USD,False,2023-11-10,ach
pay_00280,user_0057,sub_0056,49,USD,False,2023-06-22,ach
pay_00281,user_0057,sub_0056,49,USD,False,2023-07-08,card
pay_00282,user_0059,sub_0058,149,USD,False,2023-06-24,card
pay_00283,user_0059,sub_0058,149,USD,False,2023-02-16,card
pay_00284,user_0059,sub_0058,149,USD,False,2023-09-08,wire
pay_00285,user_0059,sub_0058,149,USD,False,2023-01-29,wire
pay_00286,user_0059,sub_0058,149,USD,False,2023-05-10,wire
pay_00287,user_0059,sub_0058,149,USD,False,2023-08-20,ach
pay_00288,user_0059,sub_0058,149,USD,False,2023-07-14,wire
pay_00289,user_0060,sub_0059,49,USD,False,2023-02-18,card
pay_00290,user_0060,sub_0059,49,USD,False,2023-04-05,wire
pay_00291,user_0060,sub_0059,49,USD,False,2023-12-01,wire
pay_00292,user_0060,sub_0059,49,USD,False,2023-08-25,card
pay_00293,user_0060,sub_0059,49,USD,False,2023-11-22,wire
pay_00294,user_0060,sub_0059,49,USD,False,2023-01-12,card
pay_00295,user_0061,sub_0060,149,USD,False,2023-06-27,card
pay_00296,user_0061,sub_0060,149,USD,False,2023-05-19,wire
pay_00297,user_0063,sub_0062,599,USD,False,2023-08-16,wire
pay_00298,user_0064,sub_0063,599,USD,False,2023-04-14,wire
pay_00299,user_0064,sub_0063,599,USD,False,2023-08-27,ach
pay_00300,user_0064,sub_0063,599,USD,False,2023-01-02,wire
pay_00301,user_0064,sub_0063,599,USD,False,2023-04-05,wire
pay_00302,user_0064,sub_0063,599,USD,False,2023-10-16,card
pay_00303,user_0064,sub_0063,599,USD,False,2023-10-18,wire
pay_00304,user_0064,sub_0063,599,USD,False,2023-03-28,card
pay_00305,user_0064,sub_0063,599,USD,False,2023-10-09,ach
pay_00306,user_0064,sub_0063,599,USD,False,2023-03-08,ach
pay_00307,user_0064,sub_0063,599,USD,False,2023-01-21,ach
pay_00308,user_0065,sub_0064,599,USD,False,2023-10-25,wire
pay_00309,user_0065,sub_0064,-599,USD,False,2023-09-12,card
pay_00310,user_0065,sub_0064,599,USD,False,2023-06-15,wire
pay_00311,user_0065,sub_0064,599,USD,False,2023-07-11,wire
pay_00312,user_0065,sub_0064,599,USD,False,2023-12-27,wire
pay_00313,user_0065,sub_0064,599,USD,False,2023-10-15,card
pay_00314,user_0065,sub_0064,599,USD,False,2023-08-15,card
pay_00315,user_0067,sub_0066,49,USD,False,2023-09-07,card
pay_00316,user_0067,sub_0066,49,USD,False,2023-11-14,card
pay_00317,user_0067,sub_0066,49,USD,False,2023-08-08,card
pay_00318,user_0067,sub_0066,49,USD,False,2023-01-15,card
pay_00319,user_0067,sub_0066,49,USD,False,2023-03-16,card
pay_00320,user_0072,sub_0071,599,USD,False,2023-10-03,wire
pay_00321,user_0072,sub_0071,599,USD,False,2023-10-24,ach
pay_00322,user_0072,sub_0071,599,USD,False,2023-09-07,card
pay_00323,user_0073,sub_0072,149,USD,False,2023-01-20,card
pay_00324,user_0073,sub_0072,149,USD,False,2023-06-03,wire
pay_00325,user_0073,sub_0072,149,USD,False,2023-05-08,card
pay_00326,user_0073,sub_0072,149,USD,False,2023-11-14,wire
pay_00327,user_0073,sub_0072,149,USD,False,2023-01-12,card
pay_00328,user_0073,sub_0072,149,USD,False,2023-05-16,card
pay_00329,user_0073,sub_0072,149,USD,False,2023-06-24,wire
pay_00330,user_0073,sub_0072,149,USD,False,2023-01-13,wire
pay_00331,user_0073,sub_0072,149,USD,False,2023-09-21,card
pay_00332,user_0075,sub_0074,149,USD,False,2023-04-07,card
pay_00333,user_0075,sub_0074,149,USD,False,2023-10-05,wire
pay_00334,user_0075,sub_0074,149,USD,False,2023-06-19,wire
pay_00335,user_0075,sub_0074,149,USD,False,2023-10-09,card
pay_00336,user_0075,sub_0074,149,USD,False,2023-12-18,wire
pay_00337,user_0075,sub_0074,149,USD,False,2023-09-23,ach
pay_00338,user_0075,sub_0074,149,USD,False,2023-09-10,ach
pay_00339,user_0075,sub_0074,149,USD,False,2023-06-03,ach
pay_00340,user_0075,sub_0074,149,USD,False,2023-03-21,card
pay_00341,user_0076,sub_0075,599,USD,False,2023-05-11,card
pay_00342,user_0076,sub_0075,599,USD,False,2023-07-28,ach
pay_00343,user_0076,sub_0075,599,USD,False,2023-12-23,wire
pay_00344,user_0076,sub_0075,599,USD,False,2023-03-13,ach
pay_00345,user_0077,sub_0076,599,USD,False,2023-06-02,card
pay_00346,user_0077,sub_0076,599,USD,False,2023-02-13,card
pay_00347,user_0077,sub_0076,599,USD,False,2023-02-05,ach
pay_00348,user_0077,sub_0076,599,USD,False,2023-03-22,wire
pay_00349,user_0077,sub_0076,599,USD,False,2023-02-28,wire
pay_00350,user_0077,sub_0076,599,USD,False,2023-01-28,ach
pay_00351,user_0078,sub_0077,149,USD,False,2023-10-27,ach
pay_00352,user_0078,sub_0077,149,USD,False,2023-03-25,ach
pay_00353,user_0078,sub_0077,149,USD,False,2023-10-15,ach
pay_00354,user_0078,sub_0077,149,USD,False,2023-03-22,card
pay_00355,user_0078,sub_0077,149,USD,False,2023-06-09,card
pay_00356,user_0078,sub_0077,149,USD,False,2023-03-08,ach
pay_00357,user_0078,sub_0077,149,USD,False,2023-07-02,wire
pay_00358,user_0079,sub_0078,-149,USD,False,2023-08-12,wire
pay_00359,user_0079,sub_0078,149,USD,False,2023-10-21,ach
pay_00360,user_0079,sub_0078,149,USD,False,2023-09-09,card
pay_00361,user_0079,sub_0078,149,USD,False,2023-08-23,card
pay_00362,user_0079,sub_0078,149,USD,False,2023-02-04,wire
pay_00363,user_0080,sub_0079,49,USD,False,2023-01-25,ach
pay_00364,user_0080,sub_0079,49,USD,False,2023-04-18,ach
pay_00365,user_0080,sub_0079,49,USD,False,2023-07-01,ach
pay_00366,user_0080,sub_0079,49,USD,False,2023-12-08,ach
pay_00367,user_0080,sub_0079,49,USD,False,2023-12-24,card
pay_00368,user_0080,sub_0079,49,USD,False,2023-03-16,card
pay_00369,user_0080,sub_0079,49,USD,False,2023-12-02,wire
pay_00370,user_0080,sub_0079,49,USD,False,2023-08-12,wire
pay_00371,user_0080,sub_0079,49,USD,False,2023-03-09,wire
pay_00372,user_0081,sub_0080,49,USD,False,2023-04-24,wire
pay_00373,user_0082,sub_0081,599,USD,False,2023-04-23,wire
pay_00374,user_0082,sub_0081,599,USD,False,2023-01-30,ach
pay_00375,user_0082,sub_0081,599,USD,False,2023-12-09,wire
pay_00376,user_0082,sub_0081,599,USD,False,2023-06-11,wire
pay_00377,user_0082,sub_0081,599,USD,False,2023-02-19,ach
pay_00378,user_0083,sub_0082,49,USD,False,2023-01-15,ach
pay_00379,user_0083,sub_0082,49,USD,False,2023-12-28,wire
pay_00380,user_0083,sub_0082,49,USD,False,2023-03-02,ach
pay_00381,user_0083,sub_0082,49,USD,False,2023-12-27,wire
pay_00382,user_0083,sub_0082,49,USD,False,2023-07-29,ach
pay_00383,user_0083,sub_0082,49,USD,False,2023-09-14,card
pay_00384,user_0083,sub_0082,49,USD,False,2023-01-23,ach
pay_00385,user_0083,sub_0082,49,USD,False,2023-09-10,ach
pay_00386,user_0083,sub_0082,49,USD,False,2023-09-02,wire
pay_00387,user_0083,sub_0082,49,USD,False,2023-07-27,ach
pay_00388,user_0083,sub_0082,49,USD,False,2023-12-04,ach
pay_00389,user_0083,sub_0082,49,USD,False,2023-08-14,ach
pay_00390,user_0085,sub_0084,149,USD,False,2023-12-26,wire
pay_00391,user_0085,sub_0084,149,USD,False,2023-05-23,card
pay_00392,user_0085,sub_0084,149,USD,False,2023-03-14,card
pay_00393,user_0085,sub_0084,149,USD,False,2023-05-11,wire
pay_00394,user_0085,sub_0084,149,USD,False,2023-12-14,ach
pay_00395,user_0085,sub_0084,149,USD,False,2023-11-21,card
pay_00396,user_0085,sub_0084,149,USD,False,2023-01-07,card
pay_00397,user_0085,sub_0084,149,USD,False,2023-06-11,wire
pay_00398,user_0085,sub_0084,149,USD,False,2023-09-15,card
pay_00399,user_0085,sub_0084,149,USD,False,2023-04-09,ach
pay_00400,user_0086,sub_0085,599,USD,False,2023-10-25,card
pay_00401,user_0086,sub_0085,599,USD,False,2023-10-02,card
pay_00402,user_0086,sub_0085,599,USD,False,2023-11-14,ach
pay_00403,user_0086,sub_0085,599,USD,False,2023-06-14,ach
pay_00404,user_0086,sub_0085,599,USD,False,2023-05-11,card
pay_00405,user_0086,sub_0085,-599,USD,False,2023-07-03,card
pay_00406,user_0089,sub_0088,599,USD,False,2023-04-19,ach
pay_00407,user_0089,sub_0088,599,USD,False,2023-02-27,card
pay_00408,user_0089,sub_0088,599,USD,False,2023-01-20,card
pay_00409,user_0089,sub_0088,599,USD,False,2023-06-02,card
pay_00410,user_0089,sub_0088,599,USD,False,2023-01-23,wire
pay_00411,user_0089,sub_0088,599,USD,False,2023-06-14,card
pay_00412,user_0089,sub_0088,599,USD,False,2023-02-21,card
pay_00413,user_0089,sub_0088,599,USD,False,2023-02-19,ach
